mark,alle,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254,g255,g256,g257,g258,g259,g260,g261,g262,g263,g264,g265,g266,g267,g268,g269,g270,g271,g272,g273,g274,g275
15,4,0,0,0.068,0,0,0.189,0,0,0,0.119,0,0,0,0.1895,0.6555,,0,1,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0.593,0,0,0,0.2685,0,0,0,0,0,0.464,0.748,0.519,0,0,0.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0.1365,0,0,0.168,0,0,0,0,0,0.46,0,0,0.5235,0,0,0.298,0,0,0,0.087,0,0,0,0.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,0,0,0,0,0,0,0.4615,0.1255,0.4235,0,0,0.322,0,0,0.503,0,0,0,0,0.2405,0,0.5795,0.1465,0.4345,0,0.148,0,0.1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0,0.1425,0.3005,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0.416,0,0,0,0,0,0,0,0,0,0,0,0.2635
15,5,0.62,0.1695,0.2055,0.648,0.173,0.1745,0.8405,1,1,0.441,0.2265,1,0.505,0.4685,0,,1,0,0,0.9435,1,0,0.8235,0.5,0.652,0.8235,0.971,0.136,0.176,1,0.6055,1,0.7325,0.8985,0.6495,1,0.681,0.803,0.697,0.82,0.6885,0.3895,0.221,0.715,0.4945,0.903,0.897,0.5175,0.5275,0.7535,0,1,0.666,0.471,0.147,0.4925,0.39,0.4615,0.192,0.662,0.441,0,0.296,0.52,0.2235,0.7895,0.765,0.524,0.8335,0.7635,0.9635,0.86,0.833,0.8475,0.9715,0.9275,0.5545,0.693,0.9665,1,0.7235,0.575,0.7155,0.557,0.934,0.5505,0.811,0.8345,0,0.591,0.8435,0.9815,0,0.4935,0.949,0.5815,0.4525,0.0555,0.5715,0.445,1,0.8725,0.588,1,0.837,0.526,0,0,0.359,0.075,0,0,0.1275,0.6075,0.185,0.5385,0.6575,0.295,0.836,0.7085,0.7415,0.913,0.2415,0.9105,0.226,0.166,0.946,0.394,1,1,0,0.5295,1,0.8955,0.942,0.949,0.7895,0.9705,0.6525,0.961,0.611,0.834,0.8425,0.822,0.608,1,0.833,1,0.946,0.2695,0.6575,0.5705,0.4645,0.3765,0.4715,0.505,0.539,0.275,0.523,0.2145,0.249,0.5395,0,0,0,0,0.0795,0.168,0.3525,0.338,0,0.6175,1,0.6805,0.3505,0.7585,0.868,1,1,0.5805,0.874,0.809,0.688,0.8225,0.675,0.76,0.909,0.974,0.7815,1,0.834,0.6795,0.8625,0.756,0.412,0.513,0.253,0.67,0.5525,0.6995,0.345,1,0.511,0.631,0.2015,0.539,0.7205,0.8955,0.7165,1,0.826,0.719,0.787,0.4495,0.8875,0.5275,1,1,0.639,0.7095,0.6195,0.7325,0.814,0.303,0.1605,0.9075,0.6525,0.5235,0.6515,0.42,0.315,0.317,0.598,0.718,0.8315,0.378,0.9385,0.777,0,0.5395,0.7135,0.9005,0.4015,0.845,0.4025,0.58,0.351,0.7095,0.6745,0.414,0.902,0.6725,0.574,0.3775,0.4385,0.1575,0.8885,0.4225,0.303,0.348,0.552,0.223,0,0.5865,0.9385,0.7485,0.7305,0.443,0.558,0.559,0.5,0.5885,1,0.3785,0.546
15,6,0,0.8305,0,0,0.566,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0.2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7335,0,0,0,0.9385,0,0,0,0,0,0,0.1745,0,0,0,0,0,0,0.095,0,0,0,0.381,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0.2305,0,0,0,0,0,0,0,0,0,0.343,0,0,0.0445,0.411,0.184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0.1825,0,0,0,0,0,0.364,0,0.247,0,0,0,0,0,0,0,0,0.2205,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0.385,0,0,0,0,0,0.062,0,0.282,0,0,0,0,0,0,0,0,0.2865,0,0,0,0.19
15,7,0,0,0.085,0,0,0.636,0.115,0,0,0.44,0,0,0.4715,0.3425,0.3445,,0,0,1,0,0,0,0.1765,0,0,0,0,0.735,0,0,0.3165,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0.0215,0,0,0,0.278,0,0.095,0.252,0.185,0.48,0.728,0,0,0,0,0,0,0.0875,0,0,0,0,0.4455,0,0,0,0,0.061,0,0.037,0.066,0,0,0,0,0,0,0,0,0,0,0.22,0.4985,0.3995,0,0,0,0,0.0655,0,0,0,0,0,0.2425,0,0,0.0355,0.792,0,0.2915,0,0.141,0.4075,0,0.255,0.063,0,0.132,0,0.493,0,0,0.153,0,0,0.976,0.048,0,0,0,0,0.1005,0,0.1275,0,0,0,0,0,0,0,0.167,0,0,0.5,0.3425,0.369,0,0.4975,0.1045,0,0.366,0.3325,0,0.0325,0,0.3845,0,0,0,0.7595,0,0,0,0,0,0.1515,0,0.137,0.0665,0.185,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0.105,0.303,0.1375,0,0,0,0,0.188,0.055,0,0,0,0,0,0.1395,0,0,0.0635,0,0,0,0.1855,0,0.231,0,0.3835,0,0,0.223,0,0.1005,0.1195,0,0.0285,0,0,0.1215,0.0645,0,0,0,0,0,0.126,0,0,0,0,0.1245,0,0,0,0,0,0.093,0,0,0,0,0,0,0,0.247,0.2375,0,0,0,0.383,0.676,0.5905,0.3965,0.1485,0.584,0.1945,0,0.2515,0,0,0.1625,0.116,0,0.112,0,0,0
15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,0,0,0.6835,0.633,0.441,0.5975,0.6,0,0,0.6005,0.0545,0,0.659,0.479,0.372,,,0.718,0.539,0,1,0,0,0.194,0.1075,0.053,0.4625,0.6165,0.5855,0,1,0.5175,0.595,0.7445,0.4635,0.127,0,0.173,0.1185,0.1115,0.161,0.233,0.879,0.643,0,0.0775,0.296,0.356,0.4555,0.6875,0.2585,0.865,0.2745,0.267,0.738,0.59,0.8675,0.868,0.5485,0.4795,0.3635,0.121,0.418,0.158,0.524,0.283,0.6855,0.528,0.056,0.753,0.1345,0.289,0.3665,0.344,0.0775,0.183,0.358,0.6285,0.37,0.5335,0.3325,0.301,0.183,0.166,0.2485,0.387,0.193,0.0495,0.68,0.2665,0.118,0.3315,0.722,0.3145,0.839,0.5865,0.3105,0.1645,0.7485,0.804,0.139,0.466,0.6205,0.348,0.1305,0.6345,1,0.7165,0.586,0.727,0.809,0.432,0.2165,0.5505,0.4595,0.5525,0.3565,0.336,0.3345,0.726,0.457,0.6315,0.5225,0.2,0.3875,0.407,0.699,0.4275,0,0.507,0.177,0.333,0.57,0.5415,0.336,0.4415,0.299,0.6525,0.513,0.4565,1,0.8185,0.5875,0.0315,0,0.1175,0.562,0.2985,0.538,0.9325,0.5695,0.558,0.5215,0.803,0.1755,0.906,0.954,0.7855,0.7745,0.8275,0.866,0.9515,0.937,0.843,0.773,0.8885,0.539,0.604,0.6865,0.742,0.7195,0.953,0.6915,0.795,0.7255,0.922,0.4225,0.5685,0.326,0.1295,0.325,0.4745,0.5025,0.552,0.3385,0.6605,0.506,0.7425,0.743,0.5945,0.4715,1,0.5065,0.4415,0.576,0.7195,0.7355,0.8005,0.8525,1,0.764,0.811,1,0.439,0.8995,0.9315,0.892,0.67,1,0.8105,1,1,,0.481,0.6135,0.724,1,0.81,0.714,0.7325,0.867,0.8455,0.9265,0.747,1,0.7,0.85,0.539,0.645,0.672,0.7315,0.269,0.7155,0.659,0.91,0.791,0.625,0.35,0.643,0.14,0.598,0.778,0.3105,0.909,0.852,0.7865,0.569,1,0.44,0.8525,0.8265,0.708,0.928,0.915,0.7345,0.604,0.7505,0.7545,0.743,0.8445,0.611,0.924,1,0.7615,0.8325,0.693,0.773,0.59,0.3855,0.4955,0.7495,0.3945,0.3915,0.5315,0.1515
16,2,0,0,0,0,0,0,0,0,0,0.082,0.646,0,0,0,0,,,0,0,0,0,0,0,0,0.653,0.1625,0.39,0,0,0.884,0,0.3405,0.2755,0.0895,0.3765,0.592,0.9165,0.827,0.5225,0.541,0.653,0.5315,0.033,0.2505,0.6845,0.654,0.529,0,0.268,0.3125,0.613,0.135,0.7255,0.733,0.262,0.41,0.1325,0.132,0.4515,0.5205,0,0,0,0,0,0.467,0.2565,0,0,0.247,0.7875,0.463,0.2395,0.34,0.449,0.697,0.3775,0.2345,0.0685,0.3455,0.6675,0.593,0.754,0.783,0.719,0.613,0.807,0.9505,0.179,0.7135,0,0.194,0.0475,0.1855,0.1085,0.323,0,0.4425,0.1035,0,0.861,0.472,0.3795,0.652,0.8695,0,0,0,0,0.1945,0.141,0.037,0.0975,0.1035,0.071,0.1035,0.045,0,0,0,0.4625,0.059,0,0,0.481,0.2265,0.301,0,0.4455,0.0925,0.29,0.167,0.2455,0.1685,0.252,0.481,0.114,0.1025,0.112,0.5435,0,0.1815,0.4125,0.9045,0.061,0,0,0.2015,0.045,0,0.4055,0,0,0,0,0.094,0,0,0.2255,0.069,0.0925,0,0,0,0.1665,0.1115,0.461,0.2215,0.0535,0.035,0.2805,0,0.3085,0.104,0.0765,0.078,0.5775,0.4315,0.674,0.8705,0.675,0.5255,0.468,0.448,0.614,0.278,0.126,0.2305,0.2025,0.4055,0.458,0,0.3495,0.5585,0.167,0.2805,0.244,0.1995,0.1475,0,0.236,0.189,0,0.561,0.1005,0.0685,0.108,0.33,0,0.1895,0,0,,0.519,0.3865,0.146,0,0.19,0.286,0.2675,0.133,0.1545,0.0735,0.253,0,0.3,0.15,0.461,0.355,0.328,0.2685,0.731,0.2845,0.341,0.09,0.209,0.375,0.65,0.357,0.86,0.402,0.222,0.6895,0.091,0.148,0.2135,0.431,0,0.56,0.1475,0.1735,0.181,0,0.042,0.2655,0.3145,0.04,0.2455,0,0.057,0.192,0.076,0,0.1945,0.1675,0.178,0.1275,0.41,0.6145,0.5045,0.2505,0.536,0.6085,0.4685,0.8485
16,3,1,1,0.3165,0.367,0.559,0.4025,0.4,1,1,0.3175,0.2995,1,0.341,0.521,0.628,,,0.282,0.461,1,0,1,1,0.806,0.2395,0.7845,0.1475,0.3835,0.4145,0.116,0,0.142,0.13,0.1665,0.16,0.281,0.0835,0,0.359,0.3475,0.186,0.236,0.088,0.1065,0.3155,0.268,0.1745,0.644,0.2765,0,0.128,0,0,0,0,0,0,0,0,0,0.6365,0.879,0.582,0.842,0.476,0.2505,0.058,0.472,0.944,0,0.078,0.2485,0.394,0.316,0.4735,0.12,0.2645,0.137,0.561,0.1215,0,0.106,0.063,0.051,0.0325,0,0,0,0.141,0.02,0.882,0.475,0.2305,0.5,0.0525,0.0905,0.6895,0.393,0.148,0.196,0,0.062,0,0,0,0.3655,0,0.2835,0.414,0.078,0.0505,0.531,0.686,0.346,0.4695,0.344,0.5985,0.664,0.6655,0.274,0.0805,0.3095,0.4775,0.8,0.132,0.366,0,0.5725,0.5545,0.4005,0.533,0.5,0.1845,0.2895,0.412,0.0775,0.587,0.245,0.375,0,0,0,0,0.064,0.939,0.8825,0.438,0.5,0.417,0.0675,0.025,0.442,0.4785,0.197,0.8245,0,0.046,0.2145,0,0.103,0.042,0.0485,0.063,0.157,0.0605,0,0,0.1745,0.2605,0.2225,0,0.047,0,0.101,0.1975,0,0,0,0,0,0,0,0.03,0,0.0475,0.0615,0.3675,0.027,0.0545,0,0.071,0,0.1445,0,0.257,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.072,0.0435,0,0.081,0.2095,0,0.257,0.0985,0.197,0,0,0.044,0,0.129,0.0995,0,0,0,0,0.0695,0,0,0
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0.5,0.0415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,0.021,0,0,0.035,0,0,0,0.08,0,0,0,0,0,0.2985,0,0.056,0.0615,0.123,0.182,0.1805,0,0.3905,0,0,0.0345,0,0,0,0,0,0.178,0.2125,0,0,0,0,0,0,0,0,0.1575,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0.0405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595,0.0765,0,0,0,0,0,0,0,0,0,0.0475,0,0,0,0,0,0,0,0
17,2,0.567,0.7545,0.7215,0.354,0.5665,0.366,0.784,0.387,0.049,0.684,0.927,0.645,0.125,0.762,0.4455,,,0.696,0.347,0.493,0.417,0.2105,0,0.5,0.2115,0.289,0.902,0.7285,0.455,1,0.21,0.969,0.8045,0.8995,0.714,1,0.2875,0.6805,0.3215,0.272,0.421,0.456,0.1905,0.8295,0.557,0.605,0.449,0.3495,0.9635,0.41,1,0.531,0,0.3475,0.689,0.713,0.618,0.6985,0.743,0.942,0.878,0.9095,0.6945,0.6635,0.8025,0.4855,0.267,0.3405,0.4295,0.846,0.598,0.6715,0.631,0.7185,0.688,1,0.9345,0.7425,0.804,0.762,0.942,0.609,0.385,0.284,0.6745,0.8325,1,0.88,1,0.609,0.824,0.69,0.705,0.801,0.2465,0.8475,0.655,0.0675,0.138,0.1165,0.119,0.0185,0.488,0.161,0.468,0.523,0.0705,0.839,0.0915,0.035,0.4715,0.312,0.3555,0.5695,0.3035,0.321,0.8015,0.951,0.1025,0.781,0.202,1,0.6325,0.267,0.1965,0.5335,0,0.149,0.0365,0.6545,1,0.6595,0.6725,0.3775,0.2105,0.2035,0.34,0.4915,0.514,0.208,1,0.573,0.769,0.8245,0.476,0.659,0.1345,0.3065,1,0.9275,0.92,1,0.949,1,0.8755,1,0.7015,0.884,0.944,0.9385,0.819,0.6395,0.7955,0.9685,0.6095,1,1,0.9655,1,1,1,1,1,0.6605,0.7875,0.654,0.972,0.884,0.6675,0.679,0.831,0.8085,0.908,0.788,0.4235,0.95,0.8415,0.705,0.7545,0.637,0.6305,0.6115,0.8755,0.747,0.833,1,0.5325,0.719,0.83,0.566,0.8865,0.8225,0.4955,0.523,0.61,0.727,0.924,0.94,0.8665,0.154,0.783,0.6875,0.514,0.917,0.952,0.9545,1,1,1,0.809,0.863,0.759,0.4445,0.653,0,0.954,0.76,,1,1,1,0.9165,0.6445,0.934,0.8345,0.529,0.9145,0.823,1,0.879,0.548,0.421,0.652,0.505,0.894,0.6455,0.4305,0.712,1,0.777,0.7465,1,0.775,0.7655,0.8165,0.577,0.793,1,1,0.857,0.7125,0.9345,0.5975,0.6965,1,1,0.747,0.912,0.7485,0.586,0.768,0.683,0.891,0.796,0.6065
17,3,0.433,0.2455,0.2785,0.646,0.4335,0.634,0.216,0.613,0.951,0.316,0.073,0.355,0.875,0.238,0.5545,,,0.304,0.653,0.507,0.583,0.7895,1,0.5,0.7885,0.711,0.098,0.2715,0.545,0,0.79,0.031,0.1955,0.1005,0.286,0,0.7125,0.3195,0.6785,0.728,0.519,0.544,0.8095,0.1705,0.4245,0.395,0.551,0.6505,0.0365,0.59,0,0.469,1,0.6525,0.311,0.234,0.382,0.3015,0.257,0.058,0.122,0.0905,0.3055,0.3365,0.1975,0.5145,0.733,0.4415,0.5705,0.154,0.402,0.3285,0.369,0.2815,0.312,0,0.0655,0.2575,0.196,0.238,0.058,0.391,0.615,0.716,0.3255,0.1675,0,0.12,0,0.391,0.176,0.31,0.295,0.199,0.7535,0.1525,0.345,0.9325,0.862,0.8505,0.881,0.9815,0.512,0.839,0.532,0.477,0.9295,0.161,0.9085,0.965,0.5285,0.688,0.6445,0.4305,0.6965,0.679,0.1985,0.049,0.8975,0.219,0.798,0,0.3675,0.676,0.3035,0.425,1,0.851,0.9635,0.3455,0,0.3405,0.3275,0.6225,0.7895,0.7965,0.66,0.5085,0.486,0.5825,0,0.427,0.231,0.1545,0.524,0.341,0.8305,0.6935,0,0.0725,0,0,0.051,0,0.1245,0,0,0.116,0,0,0.058,0.1785,0.024,0.0315,0,0,0,0,0,0,0,0,0,0.1615,0,0.346,0.028,0.116,0.3325,0.321,0.169,0.1915,0.092,0.0545,0.5765,0.05,0.1585,0.2655,0.2455,0.363,0.3695,0.3885,0.1245,0.253,0.167,0,0.4675,0.281,0.17,0.434,0.1135,0.0585,0.4635,0.477,0.39,0.273,0.076,0.06,0.1335,0.846,0.217,0.3125,0.486,0.083,0.048,0.0455,0,0,0,0.191,0.137,0.241,0.5555,0.347,1,0.046,0.24,,0,0,0,0.0835,0.3555,0.066,0.1375,0.471,0.0855,0.177,0,0.121,0.452,0.579,0.348,0.495,0.106,0.3545,0.5695,0.288,0,0.223,0.2535,0,0.225,0.2345,0.1835,0.3635,0.1305,0,0,0.143,0.2875,0.0655,0.4025,0.3035,0,0,0.2055,0.088,0.2515,0.414,0.232,0.317,0.109,0.204,0.3935
18,1,0.1035,0.067,0,0,0,0,0,0,0,0,0,0.5675,0,0,0.0625,,,0,0.2795,0.1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1945,0.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0.1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605,0,0,0,0,0,0,0,0,0.3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0.7295,0.186,0.1315,0.318,0.3305,1,0.428,0.958,0.939,0.634,0.611,0.3785,0.4565,0.765,0.7255,,,0.9795,0.6555,0.3645,0.9155,1,0.7805,0.909,0,0.0365,0.198,0.4135,0.4755,0.482,0.1525,0.3035,0.0785,0,0.081,0,0.09,0.1315,0.114,0,0.032,0.085,0.0235,0.0595,0,0.099,0,0,0.157,0.061,0.2515,0,0.1855,0,0,0.1765,0.028,0.0735,0.183,0.048,0.5785,0.5,0.3775,0.6415,0.8115,0.4955,0.1345,0.1255,0.336,0,0,0.2815,0.046,0.262,0.512,0,0.625,0,0.219,0.4095,0,0.026,0,0,0.1335,0,0,0,0,0,0.092,0.523,0,0.0325,0.535,0.156,0.4,0.063,0.0985,0.0735,0,0.0325,0,0,0,0.5145,0.021,0,0,0.0405,0.2225,0,0.7135,0.6595,0.5615,0.507,0.4305,0.9655,0.642,0.413,0.2,0.2745,0,0.465,0.7645,0.3495,0,0.7545,0.0725,0.043,0.475,0.661,0.524,0.2795,0.459,0.325,0.5165,0.419,0.5565,0,0.2425,0,0.2025,0.019,0.845,1,0.9325,0.912,0,0.742,0.569,0.682,0.9065,0.5345,0.464,0.394,0.535,0.7325,0.0685,0.336,0,0.5545,0.261,0.5085,0,0,0.761,0.277,0.36,0.4405,0,0.891,0.4515,0.386,0.3595,0.71,0.4995,0.2815,0.1355,0.961,0.712,0.282,0.294,0.158,0.438,0.261,0.266,0.297,0.773,0.7905,0.8,0.6735,0.801,0.6455,0.083,0.0975,0.1705,0.057,0.102,0.9605,0.672,0.045,0,0.177,0.1875,0.288,0,0.033,0.0405,0.0655,0.0535,0,0,0,0,0.3655,0.5775,0,0.039,0.0525,0,0,0,0,0,0,0.1205,0,0,0,0,0,0,0.207,0,0,0.0475,0,0.098,0,0,0,0,0,0,0.11,0.0925,0.3255,0,0.021,0.1965,0.72,0.803,0.259,0,0.02,0.097,0,0.188,0.2735,0,0.094,0,0.0505,0.0865,0,0.2095,0,0,0.025,0,0,0.09,0,0
18,3,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755,0,0,0,0,0,0,0,0.1695,0,0.023,0.2245,0.1335,0.1205,0.118,0.0525,0,0,0,0,0,0,0,0,0,0,0.0645,0.098,0,0,0.2555,0,0.0345,0,0.0685,0,0,0,0.3405,0,0,0,0,0,0,0,0,0,0,0.1545,0.3225,0.053,0,0.124,0.5785,0,0,0.136,0.025,0,0.5315,0.2185,0.168,0,0.1195,0,0.0615,0,0,0,0.119,0,0.0185,0.0185,0.4,0,0,0.0375,0.1725,0,0,0,0,0,0,0,0,0,0,0,0,0.0465,0,0,0,0.186,0,0,0,0,0,0,0,0,0,0.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.019,0,0,0,0.1275,0,0,0,0.402,0,0,0.039,0,0,0,0,0,0,0.0235,0,0.022,0,0,0,0,0
18,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0815,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1085,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0.0545,0.174,0,0,0.2355,0.0765,0.28,0.6,0,0.046,0,0,0.185,0,0.0645,0,0,0.019,0.135,0.0215,0,0,0,0,0,0,0.0265,0.0765,0.0645,0,0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.13,0,0.019,0,0.0195,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.019,0,0,0,0
